similarity_score_cow,similarity_score_elephant,similarity_score_horse,similarity_score_spider,most_similar_target,true_target,CORRECT,filename,parent_dir
0.25885108,0.19510174,0.2207628,0.15977193,cow,cow,1,7993633.jpg,Train
0.24662195,0.15114556,0.18702656,0.15724407,cow,cow,1,8241093.jpg,Train
0.31645495,0.21082045,0.2594341,0.1844253,cow,cow,1,5993923.jpg,Train
0.30441192,0.18964083,0.23150411,0.17674285,cow,cow,1,6772302.jpg,Train
0.29830873,0.18661839,0.2168123,0.17926162,cow,cow,1,3573134.jpg,Train
0.30326873,0.18712673,0.23555304,0.17506023,cow,cow,1,3992743.jpg,Train
0.26124057,0.19572042,0.21790002,0.19291809,cow,cow,1,1865439.jpg,Train
0.28381145,0.18316239,0.21679467,0.16985448,cow,cow,1,1773118.jpg,Train
0.28212905,0.19967893,0.21712038,0.18371135,cow,cow,1,3487880.jpg,Train
0.3014928,0.21059848,0.22473425,0.19823997,cow,cow,1,3249144.jpg,Train
0.25466225,0.15856038,0.21557148,0.16020614,cow,cow,1,8930899.jpg,Train
0.26934087,0.1872835,0.22784169,0.18132454,cow,cow,1,2303416.jpg,Train
0.2780754,0.20050679,0.19899976,0.15995404,cow,cow,1,4095781.jpg,Train
0.26631355,0.17649908,0.21534121,0.16672644,cow,cow,1,8402736.jpg,Train
0.2878083,0.2014667,0.22530772,0.17485105,cow,cow,1,8015081.jpg,Train
0.3009278,0.1829573,0.20502657,0.17500767,cow,cow,1,5689796.jpg,Train
0.30281553,0.21270753,0.2341756,0.1888125,cow,cow,1,3751701.jpg,Train
0.29707715,0.17881207,0.21968356,0.18770139,cow,cow,1,8377131.jpg,Train
0.28785127,0.16973947,0.23105688,0.18030035,cow,cow,1,1188442.jpg,Train
0.27824837,0.1837351,0.2355766,0.17741352,cow,cow,1,2395879.jpg,Train
0.28187332,0.18862082,0.232267,0.15304047,cow,cow,1,7135503.jpg,Train
0.2744544,0.18345006,0.20840204,0.16483207,cow,cow,1,8859422.jpg,Train
0.2657053,0.1833822,0.21754885,0.1632482,cow,cow,1,7829026.jpg,Train
0.2714523,0.19488916,0.21857794,0.18120675,cow,cow,1,6671233.jpg,Train
0.28955847,0.20646428,0.22241984,0.17452179,cow,cow,1,3439476.jpg,Train
0.26092458,0.1589347,0.19788165,0.1591076,cow,cow,1,8255491.jpg,Train
0.28457546,0.17963031,0.22267441,0.1641768,cow,cow,1,5485167.jpg,Train
0.2926269,0.19397089,0.21857654,0.19042751,cow,cow,1,2362514.jpg,Train
0.2706931,0.17247394,0.2209426,0.16923225,cow,cow,1,4548572.jpg,Train
0.30708653,0.2088395,0.23337232,0.18187496,cow,cow,1,6911191.jpg,Train
0.28286415,0.17142946,0.18850745,0.172278,cow,cow,1,6789289.jpg,Train
0.30060318,0.18019865,0.21846399,0.18372399,cow,cow,1,6272541.jpg,Train
0.30811527,0.2022785,0.24189165,0.19065234,cow,cow,1,3102830.jpg,Train
0.28500313,0.20366804,0.2467004,0.17194234,cow,cow,1,8513660.jpg,Train
0.2640654,0.15265873,0.19594277,0.14103924,cow,cow,1,5175088.jpg,Train
0.1944634,0.18634485,0.25329766,0.16876812,horse,cow,0,8462099.jpg,Train
0.27941597,0.17217965,0.22516447,0.18083408,cow,cow,1,9759163.jpg,Train
0.20994243,0.15030499,0.16978453,0.14637735,cow,cow,1,3414902.jpg,Train
0.2756275,0.19192241,0.22331294,0.16993302,cow,cow,1,8221648.jpg,Train
0.31056666,0.21427388,0.26270667,0.19307214,cow,cow,1,4714048.jpg,Train
0.26347017,0.18341883,0.2133017,0.1638731,cow,cow,1,9810185.jpg,Train
0.30436635,0.19945513,0.23284625,0.1878932,cow,cow,1,7951461.jpg,Train
0.31421742,0.19949935,0.23085228,0.18904021,cow,cow,1,3368847.jpg,Train
0.28326842,0.17647457,0.24272361,0.17216535,cow,cow,1,9692366.jpg,Train
0.277447,0.18425207,0.21360412,0.17648791,cow,cow,1,9994468.jpg,Train
0.26776618,0.17308474,0.18685615,0.15963341,cow,cow,1,9813513.jpg,Train
0.27162492,0.19607688,0.2035403,0.16470051,cow,cow,1,9477408.jpg,Train
0.2932551,0.19437115,0.23926148,0.18639244,cow,cow,1,7714487.jpg,Train
0.23486367,0.18372443,0.22412598,0.14876114,cow,cow,1,8566638.jpg,Train
0.28025967,0.1864253,0.22877221,0.16459592,cow,cow,1,4669841.jpg,Train
0.25400233,0.19395733,0.237247,0.16364051,cow,cow,1,2491566.jpg,Train
0.30253747,0.18415381,0.22368117,0.18031801,cow,cow,1,3027722.jpg,Train
0.29463884,0.19949217,0.22108205,0.19167762,cow,cow,1,6599397.jpg,Train
0.26151857,0.17532665,0.20100233,0.16020598,cow,cow,1,5434633.jpg,Train
0.26816946,0.20129867,0.2411456,0.16488275,cow,cow,1,5971533.jpg,Train
0.2781966,0.19744657,0.2428246,0.17551495,cow,cow,1,2754494.jpg,Train
0.25609964,0.14983802,0.17725173,0.15979202,cow,cow,1,8075882.jpg,Train
0.30110484,0.1938763,0.21405523,0.18063723,cow,cow,1,5792272.jpg,Train
0.25226688,0.17954177,0.21122925,0.15724553,cow,cow,1,9408008.jpg,Train
0.26237324,0.16741951,0.18961036,0.16975243,cow,cow,1,6891627.jpg,Train
0.29734245,0.21130165,0.23227908,0.19275482,cow,cow,1,5310087.jpg,Train
0.24988602,0.17806154,0.19754992,0.17187133,cow,cow,1,7225862.jpg,Train
0.27130118,0.17134048,0.19861752,0.1742067,cow,cow,1,9462560.jpg,Train
0.26159164,0.17572492,0.20076685,0.16043364,cow,cow,1,5633324.jpg,Train
0.2885198,0.18802576,0.22095038,0.18289009,cow,cow,1,8848415.jpg,Train
0.27571824,0.17624088,0.22940692,0.16982761,cow,cow,1,5542559.jpg,Train
0.26690778,0.16821267,0.21869841,0.1628152,cow,cow,1,8909844.jpg,Train
0.2561819,0.16249602,0.2136959,0.19028871,cow,cow,1,9558401.jpg,Train
0.31010383,0.21169195,0.22408529,0.1820624,cow,cow,1,9748866.jpg,Train
0.30799523,0.19475722,0.23116824,0.19415401,cow,cow,1,2371145.jpg,Train
0.27902582,0.16654322,0.20344834,0.15962538,cow,cow,1,9995777.jpg,Train
0.2589377,0.16327094,0.17953008,0.16246775,cow,cow,1,6657735.jpg,Train
0.2699867,0.1825827,0.21593785,0.18015674,cow,cow,1,1937325.jpg,Train
0.2598243,0.1779603,0.21396393,0.15351477,cow,cow,1,8102799.jpg,Train
0.3021106,0.20163602,0.23682234,0.19381289,cow,cow,1,1718907.jpg,Train
0.27456003,0.20471038,0.22976536,0.18432118,cow,cow,1,7832104.jpg,Train
0.25353053,0.19693643,0.21339417,0.19632143,cow,cow,1,5805847.jpg,Train
0.2771943,0.18144011,0.21885686,0.15935849,cow,cow,1,9216496.jpg,Train
0.26655716,0.18395115,0.21519299,0.16245393,cow,cow,1,4379913.jpg,Train
0.29613268,0.19650002,0.21257572,0.18783337,cow,cow,1,7631000.jpg,Train
0.28559914,0.1776568,0.21424738,0.19564451,cow,cow,1,1550535.jpg,Train
0.24434789,0.17907666,0.18351753,0.15423542,cow,cow,1,3177262.jpg,Train
0.29069614,0.17298602,0.21785131,0.18155871,cow,cow,1,2022604.jpg,Train
0.2729011,0.19253114,0.23838641,0.18976377,cow,cow,1,4762487.jpg,Train
0.3059331,0.21106379,0.23601867,0.18528265,cow,cow,1,8373480.jpg,Train
0.3117509,0.21290438,0.2602397,0.17156969,cow,cow,1,5296396.jpg,Train
0.262923,0.18624032,0.21438612,0.16781622,cow,cow,1,1916894.jpg,Train
0.28026295,0.1735644,0.20457432,0.16424033,cow,cow,1,7920714.jpg,Train
0.25537473,0.17325196,0.18041162,0.16389541,cow,cow,1,6085166.jpg,Train
0.28794938,0.20828356,0.25996563,0.18793154,cow,cow,1,2976367.jpg,Train
0.27586257,0.16794993,0.20913512,0.1640809,cow,cow,1,9460598.jpg,Train
0.30121687,0.20097093,0.22477227,0.19002955,cow,cow,1,3661671.jpg,Train
0.25839162,0.16011192,0.1966701,0.15079793,cow,cow,1,6083259.jpg,Train
0.26721415,0.18716235,0.22090057,0.17733906,cow,cow,1,6110431.jpg,Train
0.26740524,0.16475865,0.19852893,0.17205755,cow,cow,1,7253302.jpg,Train
0.27750286,0.19387968,0.22591367,0.16359968,cow,cow,1,9335503.jpg,Train
0.27884555,0.18991691,0.21512367,0.16045862,cow,cow,1,9575368.jpg,Train
0.28767326,0.17696019,0.19688393,0.17161752,cow,cow,1,5659262.jpg,Train
0.29063925,0.2144098,0.2433138,0.18934673,cow,cow,1,6362553.jpg,Train
0.2717861,0.17329052,0.18990526,0.17466734,cow,cow,1,1246330.jpg,Train
0.3117044,0.2279235,0.2352526,0.19001608,cow,cow,1,9702825.jpg,Train
0.31675664,0.22223628,0.24846636,0.19270481,cow,cow,1,7185717.jpg,Train
0.25430438,0.21540529,0.25944346,0.17998149,horse,cow,0,6042798.jpg,Train
0.27934542,0.18431728,0.20184626,0.16358271,cow,cow,1,9852202.jpg,Train
0.2451521,0.16233504,0.19990359,0.15030971,cow,cow,1,2349382.jpg,Train
0.264662,0.19761118,0.23110445,0.166324,cow,cow,1,6216371.jpg,Train
0.3265556,0.21419702,0.24455562,0.18823795,cow,cow,1,8131594.jpg,Train
0.28020594,0.20424359,0.24594426,0.18092485,cow,cow,1,2974821.jpg,Train
0.24482144,0.14087439,0.16951936,0.15144506,cow,cow,1,8745728.jpg,Train
0.29078,0.22086681,0.22691745,0.17740066,cow,cow,1,6796989.jpg,Train
0.28313658,0.1990615,0.21493624,0.17647906,cow,cow,1,7787575.jpg,Train
0.31511995,0.19131787,0.23363423,0.19142663,cow,cow,1,1410517.jpg,Train
0.22406416,0.16366988,0.19951217,0.16993709,cow,cow,1,6511876.jpg,Train
0.24751975,0.15394337,0.17367543,0.1373593,cow,cow,1,4064873.jpg,Train
0.26423788,0.20171748,0.24171348,0.18788888,cow,cow,1,4289758.jpg,Train
0.26514128,0.1780951,0.20855938,0.15741152,cow,cow,1,9566738.jpg,Train
0.2885685,0.16787684,0.22358005,0.17617072,cow,cow,1,6501668.jpg,Train
0.23160174,0.20297487,0.23166284,0.18263315,horse,cow,0,1089102.jpg,Train
0.31223914,0.20441486,0.24367452,0.18881619,cow,cow,1,2785972.jpg,Train
0.30151877,0.2002523,0.22844218,0.18474077,cow,cow,1,2879120.jpg,Train
0.276716,0.1886967,0.21496797,0.17132996,cow,cow,1,1291736.jpg,Train
0.27884352,0.19248283,0.19735727,0.1586201,cow,cow,1,2166642.jpg,Train
0.29652554,0.18996729,0.2135092,0.17116797,cow,cow,1,3763891.jpg,Train
0.28820083,0.214264,0.22724172,0.17523038,cow,cow,1,4365732.jpg,Train
0.26660246,0.20791155,0.25548142,0.19292545,cow,cow,1,1373956.jpg,Train
0.25151962,0.17715031,0.19129114,0.15698132,cow,cow,1,6521546.jpg,Train
0.23718987,0.19930618,0.26624468,0.17392094,horse,cow,0,4250004.jpg,Train
0.24943575,0.15642089,0.19960883,0.1577208,cow,cow,1,5788599.jpg,Train
0.30191782,0.19833227,0.23358634,0.17825553,cow,cow,1,9824418.jpg,Train
0.29432815,0.17606503,0.2188086,0.18491128,cow,cow,1,4317824.jpg,Train
0.2918098,0.17880334,0.22041991,0.17527102,cow,cow,1,1326599.jpg,Train
0.28567708,0.17413028,0.20430799,0.17834061,cow,cow,1,2351241.jpg,Train
0.30773726,0.19402626,0.24357492,0.17536402,cow,cow,1,9502042.jpg,Train
0.29595408,0.21419093,0.24211492,0.18016917,cow,cow,1,8449183.jpg,Train
0.28307387,0.1926284,0.21654116,0.1624299,cow,cow,1,2865911.jpg,Train
0.2957827,0.17800194,0.20988515,0.17105503,cow,cow,1,6803811.jpg,Train
0.29454303,0.21316546,0.2412526,0.19116846,cow,cow,1,1224371.jpg,Train
0.1833962,0.13053745,0.17484659,0.15719941,cow,cow,1,2446360.jpg,Train
0.26884714,0.17317836,0.19607127,0.15406032,cow,cow,1,8584708.jpg,Train
0.27775496,0.18634303,0.2260998,0.1685453,cow,cow,1,7507253.jpg,Train
0.28533486,0.20284013,0.23026694,0.1631209,cow,cow,1,2772900.jpg,Train
0.29817033,0.20437606,0.22446881,0.17290363,cow,cow,1,6410837.jpg,Train
0.26373157,0.1974771,0.21595769,0.14292239,cow,cow,1,2013380.jpg,Train
0.307045,0.20116584,0.24795869,0.18658547,cow,cow,1,4239893.jpg,Train
0.30663863,0.19926147,0.24193048,0.18935168,cow,cow,1,4274993.jpg,Train
0.30057448,0.19686297,0.22596622,0.17734692,cow,cow,1,9064291.jpg,Train
0.2985286,0.2021118,0.23806073,0.17754117,cow,cow,1,8916378.jpg,Train
0.27659643,0.17866588,0.20700246,0.15460894,cow,cow,1,8004116.jpg,Train
0.26958847,0.1775106,0.19463344,0.15784977,cow,cow,1,6464181.jpg,Train
0.3018845,0.1891653,0.2228448,0.17609942,cow,cow,1,8258831.jpg,Train
0.28498223,0.19226757,0.21713994,0.16756445,cow,cow,1,6255661.jpg,Train
0.30599025,0.20144823,0.2511342,0.18708897,cow,cow,1,8885272.jpg,Train
0.24914786,0.166616,0.19867593,0.14973004,cow,cow,1,3394146.jpg,Train
0.28333175,0.18128195,0.20620888,0.16028434,cow,cow,1,5277609.jpg,Train
0.28588924,0.17690732,0.21120568,0.17426136,cow,cow,1,3683183.jpg,Train
0.27055645,0.18451776,0.22159766,0.15909223,cow,cow,1,3823704.jpg,Train
0.2706208,0.17511024,0.20537414,0.16258115,cow,cow,1,9210976.jpg,Train
0.27258143,0.19564107,0.22644837,0.17032497,cow,cow,1,3119741.jpg,Train
0.28891438,0.18592465,0.22463249,0.1721183,cow,cow,1,4328597.jpg,Train
0.25929493,0.18673375,0.22829221,0.15488724,cow,cow,1,8792129.jpg,Train
0.24454707,0.13933693,0.19447504,0.15647055,cow,cow,1,4744889.jpg,Train
0.22319561,0.19702493,0.27542922,0.17475675,horse,cow,0,2729069.jpg,Train
0.2833239,0.18657143,0.21352662,0.16719298,cow,cow,1,4386095.jpg,Train
0.28153425,0.15754068,0.20958412,0.17328356,cow,cow,1,3029655.jpg,Train
0.2887148,0.17653942,0.21912041,0.17015718,cow,cow,1,9643698.jpg,Train
0.27836984,0.18928385,0.21226847,0.15743677,cow,cow,1,4502079.jpg,Train
0.23663715,0.16236535,0.20217806,0.16834779,cow,cow,1,4420596.jpg,Train
0.30369255,0.2009704,0.23071054,0.19938104,cow,cow,1,8549178.jpg,Train
0.30601373,0.19686796,0.23725249,0.20099376,cow,cow,1,1819801.jpg,Train
0.2873149,0.17953844,0.22138016,0.1757319,cow,cow,1,3675205.jpg,Train
0.28140736,0.20963515,0.21588327,0.18216789,cow,cow,1,3030933.jpg,Train
0.29224935,0.1907652,0.2182218,0.15246098,cow,cow,1,9558837.jpg,Train
0.29530746,0.19434066,0.22990006,0.17340598,cow,cow,1,1719773.jpg,Train
0.26804277,0.16716136,0.20564078,0.16461068,cow,cow,1,6108482.jpg,Train
0.2905322,0.1834107,0.20288518,0.18466479,cow,cow,1,8008648.jpg,Train
0.31013894,0.20347503,0.24167009,0.19369723,cow,cow,1,5096275.jpg,Train
0.29920506,0.18773478,0.22206703,0.18919238,cow,cow,1,5808747.jpg,Train
0.2610955,0.17366225,0.21241036,0.17854099,cow,cow,1,2285558.jpg,Train
0.3058393,0.21032512,0.25438908,0.1811459,cow,cow,1,5614763.jpg,Train
0.2998617,0.22393575,0.22592254,0.18263878,cow,cow,1,3584720.jpg,Train
0.29748327,0.18913648,0.213405,0.18691814,cow,cow,1,6716431.jpg,Train
0.26158962,0.19099686,0.26017943,0.17074914,cow,cow,1,1566687.jpg,Train
0.2735979,0.16792662,0.20629206,0.17074332,cow,cow,1,8280320.jpg,Train
0.27550867,0.19533403,0.22104603,0.16005187,cow,cow,1,9824810.jpg,Train
0.22965643,0.17903234,0.19172065,0.15743573,cow,cow,1,4242834.jpg,Train
0.2522318,0.17514314,0.19252376,0.15536857,cow,cow,1,6583323.jpg,Train
0.30613625,0.21540396,0.25398356,0.17571804,cow,cow,1,8859052.jpg,Train
0.27308103,0.20528607,0.23844741,0.17385781,cow,cow,1,5150186.jpg,Train
0.28166285,0.19428255,0.22312546,0.17438665,cow,cow,1,3107350.jpg,Train
0.28756294,0.19093029,0.21286803,0.17393412,cow,cow,1,8999276.jpg,Train
0.2848591,0.18547256,0.22659007,0.19944786,cow,cow,1,5183533.jpg,Train
0.2834095,0.18146956,0.19027051,0.16508853,cow,cow,1,7744472.jpg,Train
0.26918533,0.17964457,0.20436345,0.16229944,cow,cow,1,8123989.jpg,Train
0.24177568,0.15356524,0.18132126,0.16228199,cow,cow,1,3906793.jpg,Train
0.28091368,0.18688597,0.22991693,0.16365786,cow,cow,1,9310787.jpg,Train
0.24296154,0.1799121,0.26045907,0.19986624,horse,cow,0,4459134.jpg,Train
0.2912841,0.1983656,0.23740111,0.1663705,cow,cow,1,1784241.jpg,Train
0.30570298,0.18813212,0.22794895,0.18105806,cow,cow,1,4270925.jpg,Train
0.26023328,0.15526915,0.1967452,0.16267759,cow,cow,1,6252319.jpg,Train
0.29240486,0.2002247,0.2369021,0.17228752,cow,cow,1,4757360.jpg,Train
0.249141,0.20090748,0.22702588,0.17418872,cow,cow,1,6391805.jpg,Train
0.2855194,0.18248463,0.20698391,0.16182001,cow,cow,1,2997823.jpg,Train
0.27138996,0.16884738,0.22628708,0.1671172,cow,cow,1,3512623.jpg,Train
0.27000225,0.1824752,0.20014153,0.15687996,cow,cow,1,6378057.jpg,Train
0.25527382,0.16057648,0.1966208,0.17195639,cow,cow,1,1090279.jpg,Train
0.3081056,0.2256168,0.27188665,0.2075463,cow,cow,1,4087871.jpg,Train
0.26229748,0.19035162,0.21218076,0.16006815,cow,cow,1,8390906.jpg,Train
0.22946067,0.16239671,0.19705541,0.14166078,cow,cow,1,7541765.jpg,Train
0.29740962,0.19326144,0.22067326,0.16502948,cow,cow,1,5146490.jpg,Train
0.2821103,0.18937159,0.22582515,0.18013148,cow,cow,1,8346417.jpg,Train
0.27133372,0.20018578,0.22391848,0.17355189,cow,cow,1,6114645.jpg,Train
0.2873233,0.17375195,0.21292755,0.17222172,cow,cow,1,8198489.jpg,Train
0.29490212,0.1822976,0.2273866,0.17137325,cow,cow,1,5904036.jpg,Train
0.27435815,0.17928906,0.20911449,0.15692699,cow,cow,1,3453669.jpg,Train
0.28162318,0.17269333,0.20322017,0.18217446,cow,cow,1,3657892.jpg,Train
0.28825513,0.21084526,0.22916636,0.1915409,cow,cow,1,3467725.jpg,Train
0.26726034,0.18289018,0.23346765,0.17673363,cow,cow,1,4934747.jpg,Train
0.29340333,0.2095296,0.22228278,0.18721406,cow,cow,1,5494279.jpg,Train
0.23277445,0.15464523,0.18026493,0.15336356,cow,cow,1,2501979.jpg,Train
0.26024836,0.17207804,0.21767385,0.18442522,cow,cow,1,1659036.jpg,Train
0.29477936,0.1762304,0.23442744,0.1731627,cow,cow,1,4488592.jpg,Train
0.29222602,0.1961605,0.21384247,0.19514766,cow,cow,1,6465061.jpg,Train
0.21602075,0.1699397,0.21136887,0.15180396,cow,cow,1,8348943.jpg,Train
0.29487824,0.17816779,0.22272347,0.18073355,cow,cow,1,1323431.jpg,Train
0.2785984,0.1779177,0.21659613,0.1792311,cow,cow,1,9744719.jpg,Train
0.24439798,0.17018266,0.19700323,0.145129,cow,cow,1,8253393.jpg,Train
0.29322165,0.20929977,0.2285667,0.1764852,cow,cow,1,1040890.jpg,Train
0.2980038,0.18459065,0.22400285,0.1744475,cow,cow,1,5375431.jpg,Train
0.25554037,0.14689046,0.1984676,0.15030557,cow,cow,1,2359140.jpg,Train
0.24471222,0.17231253,0.19111347,0.16035996,cow,cow,1,3147945.jpg,Train
0.31815228,0.19886558,0.21829028,0.18821727,cow,cow,1,2510069.jpg,Train
0.2801057,0.18821706,0.21957563,0.16852927,cow,cow,1,2333164.jpg,Train
0.29086128,0.1855228,0.21867377,0.1678141,cow,cow,1,4438696.jpg,Train
0.3017087,0.19398686,0.23688167,0.18842997,cow,cow,1,7138131.jpg,Train
0.29724765,0.19206269,0.2192781,0.17460603,cow,cow,1,7832538.jpg,Train
0.28456712,0.1897229,0.22554336,0.18788001,cow,cow,1,8328286.jpg,Train
0.296119,0.18674695,0.23338225,0.18180203,cow,cow,1,8395061.jpg,Train
0.29566303,0.1932128,0.225704,0.17932734,cow,cow,1,5259497.jpg,Train
0.25423676,0.170065,0.22251299,0.15288258,cow,cow,1,6602320.jpg,Train
0.28416306,0.18494786,0.22867808,0.17825843,cow,cow,1,7929870.jpg,Train
0.24689524,0.1925402,0.20475927,0.17899415,cow,cow,1,2597311.jpg,Train
0.26700115,0.17697091,0.18029389,0.16600716,cow,cow,1,6890266.jpg,Train
0.28146523,0.20548669,0.23490694,0.18244243,cow,cow,1,3557546.jpg,Train
0.27790487,0.1729877,0.21474567,0.1633747,cow,cow,1,4632699.jpg,Train
0.26336244,0.17143524,0.19806536,0.17376503,cow,cow,1,8664078.jpg,Train
0.26406863,0.15722184,0.19607265,0.18668155,cow,cow,1,4539006.jpg,Train
0.2773403,0.1875285,0.2126261,0.19605611,cow,cow,1,1430830.jpg,Train
0.25965393,0.16848566,0.19876838,0.15283516,cow,cow,1,3596118.jpg,Train
0.30459023,0.19309759,0.22601508,0.18225525,cow,cow,1,2119536.jpg,Train
0.26316535,0.18058063,0.23201834,0.16289052,cow,cow,1,3623647.jpg,Train
0.16297022,0.17363642,0.17699103,0.1828175,spider,cow,0,5819516.jpg,Train
0.2877625,0.19732393,0.22190529,0.1806821,cow,cow,1,4676805.jpg,Train
0.2661145,0.1835997,0.21887065,0.1698684,cow,cow,1,7076854.jpg,Train
0.26518598,0.21251765,0.23953938,0.17040566,cow,cow,1,2815348.jpg,Train
0.28273496,0.1794198,0.22183207,0.18164389,cow,cow,1,3463542.jpg,Train
0.29910657,0.18886758,0.21561155,0.18524629,cow,cow,1,4042904.jpg,Train
0.28016463,0.17994812,0.2114364,0.16330045,cow,cow,1,7380161.jpg,Train
0.27923545,0.1948295,0.22211653,0.16214083,cow,cow,1,4901500.jpg,Train
0.2463073,0.1692552,0.18356746,0.16380735,cow,cow,1,4344856.jpg,Train
0.30065662,0.19803219,0.22945775,0.17365977,cow,cow,1,5687727.jpg,Train
0.26301518,0.17529815,0.20007919,0.149459,cow,cow,1,7816262.jpg,Train
0.29938656,0.18619111,0.21322964,0.18318328,cow,cow,1,8470328.jpg,Train
0.18937011,0.26595122,0.19168198,0.15345505,elephant,elephant,1,4529185.jpg,Train
0.19179554,0.27324447,0.18083169,0.13847585,elephant,elephant,1,5923334.jpg,Train
0.20530982,0.29263297,0.21095142,0.17760284,elephant,elephant,1,3326937.jpg,Train
0.23036478,0.2547426,0.24818367,0.18911299,elephant,elephant,1,6525663.jpg,Train
0.17503339,0.26120028,0.18770349,0.15413862,elephant,elephant,1,7958896.jpg,Train
0.19933799,0.2892672,0.20611358,0.17287795,elephant,elephant,1,9041973.jpg,Train
0.20452337,0.2674744,0.1868785,0.14956024,elephant,elephant,1,5958751.jpg,Train
0.23285048,0.27854374,0.24517949,0.18921933,elephant,elephant,1,1057927.jpg,Train
0.18800202,0.26165515,0.188373,0.15796944,elephant,elephant,1,4228759.jpg,Train
0.19273263,0.26814952,0.1833485,0.13029885,elephant,elephant,1,9468333.jpg,Train
0.17352483,0.26438808,0.1830181,0.15461732,elephant,elephant,1,3574741.jpg,Train
0.21421078,0.2747825,0.24758425,0.18648414,elephant,elephant,1,9556593.jpg,Train
0.1987592,0.28193784,0.1889441,0.1699857,elephant,elephant,1,8098650.jpg,Train
0.19216944,0.26357105,0.18364558,0.14430586,elephant,elephant,1,9984048.jpg,Train
0.2139624,0.29406902,0.216632,0.17350689,elephant,elephant,1,9078472.jpg,Train
0.20443591,0.2891879,0.20845112,0.16912146,elephant,elephant,1,6453291.jpg,Train
0.20686154,0.28554937,0.20169275,0.15945731,elephant,elephant,1,3519552.jpg,Train
0.19027835,0.2754153,0.2022138,0.1751691,elephant,elephant,1,2935056.jpg,Train
0.17644405,0.26007676,0.17925808,0.14331628,elephant,elephant,1,9843311.jpg,Train
0.2013112,0.27650312,0.2186161,0.17790085,elephant,elephant,1,6498080.jpg,Train
0.23068726,0.25500104,0.22435993,0.1593942,elephant,elephant,1,8064206.jpg,Train
0.19029206,0.24413832,0.21299517,0.15876001,elephant,elephant,1,9041387.jpg,Train
0.2028838,0.2851247,0.19923179,0.15802613,elephant,elephant,1,5908238.jpg,Train
0.1841471,0.2592665,0.18404368,0.15950121,elephant,elephant,1,5603774.jpg,Train
0.20022562,0.2687992,0.19068356,0.15937012,elephant,elephant,1,5023827.jpg,Train
0.19270314,0.2847385,0.20360191,0.15129678,elephant,elephant,1,3698802.jpg,Train
0.1994117,0.2625678,0.1827842,0.14162242,elephant,elephant,1,3042414.jpg,Train
0.2104113,0.28636014,0.20221514,0.16823977,elephant,elephant,1,2514767.jpg,Train
0.16914971,0.26737675,0.18491821,0.15627055,elephant,elephant,1,5110751.jpg,Train
0.19632442,0.27585846,0.19518606,0.1567064,elephant,elephant,1,9623572.jpg,Train
0.21214281,0.29002696,0.20583847,0.15249851,elephant,elephant,1,1109090.jpg,Train
0.20837563,0.28883946,0.20430756,0.17283139,elephant,elephant,1,6894030.jpg,Train
0.19272529,0.25973344,0.18584506,0.15157476,elephant,elephant,1,8221278.jpg,Train
0.18810189,0.27728906,0.1980836,0.14930049,elephant,elephant,1,5425291.jpg,Train
0.22281197,0.30757147,0.21237612,0.17714092,elephant,elephant,1,8922404.jpg,Train
0.16719924,0.25756782,0.16994898,0.14090438,elephant,elephant,1,2664991.jpg,Train
0.18848051,0.26711282,0.20752685,0.1676427,elephant,elephant,1,4015717.jpg,Train
0.22796574,0.30204675,0.21984054,0.15770926,elephant,elephant,1,3446645.jpg,Train
0.17252074,0.2695204,0.19644819,0.1651258,elephant,elephant,1,6355531.jpg,Train
0.19704735,0.26340917,0.21336658,0.17014854,elephant,elephant,1,5963315.jpg,Train
0.2064032,0.30133778,0.2056513,0.1689028,elephant,elephant,1,8324894.jpg,Train
0.21343593,0.29437664,0.20715195,0.17037256,elephant,elephant,1,5893964.jpg,Train
0.21322155,0.28671616,0.2100332,0.17185906,elephant,elephant,1,8522072.jpg,Train
0.21685365,0.30267352,0.21748944,0.17082277,elephant,elephant,1,8687304.jpg,Train
0.2103613,0.27602637,0.20798528,0.17494185,elephant,elephant,1,1162235.jpg,Train
0.20289779,0.28575644,0.1992851,0.1727168,elephant,elephant,1,3242730.jpg,Train
0.1898767,0.2772371,0.18596576,0.1561896,elephant,elephant,1,7256265.jpg,Train
0.19774652,0.2773362,0.18520956,0.15935719,elephant,elephant,1,6734258.jpg,Train
0.19604294,0.2848787,0.19838677,0.15168323,elephant,elephant,1,9559879.jpg,Train
0.18806654,0.2696823,0.18303937,0.15506189,elephant,elephant,1,9570555.jpg,Train
0.22124875,0.25473937,0.22000906,0.1616659,elephant,elephant,1,1741648.jpg,Train
0.22792469,0.30503917,0.22545603,0.18509258,elephant,elephant,1,8959129.jpg,Train
0.20235838,0.27951384,0.19712019,0.16103905,elephant,elephant,1,8009160.jpg,Train
0.19243701,0.27639127,0.20495825,0.15777095,elephant,elephant,1,7965055.jpg,Train
0.21484601,0.27753943,0.2115244,0.17042723,elephant,elephant,1,5557940.jpg,Train
0.20757495,0.25979987,0.22173424,0.16001208,elephant,elephant,1,4508823.jpg,Train
0.1916031,0.25867605,0.19525763,0.16762833,elephant,elephant,1,5674648.jpg,Train
0.19278657,0.27998188,0.20483658,0.16014141,elephant,elephant,1,5223281.jpg,Train
0.21431862,0.29368165,0.21902123,0.18831141,elephant,elephant,1,1323776.jpg,Train
